,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
RP11-148O21.6,0.86144024,0.09514038,-0.0130124735,0.48211637,-0.0065331017,-0.011083055,-0.0053308415,-0.0024202082,-0.002033714,1.3722707,0.023077428,-0.012266464,0.84229624,0.987083,0.79359263,0.87707585
RP11-14N7.2,0.8791305,0.18902093,-0.0129832085,0.33397385,-0.007390873,-0.010731983,-0.004202306,-0.0021014228,-0.0011063591,1.3769004,-0.00036877647,-0.012774753,0.8102298,0.9588127,0.72540987,0.85251397
RP11-152N13.5,0.6611572,0.18441923,-0.013914132,0.4930946,-0.007234796,-0.01219824,-0.0030966972,0.029792372,-0.0013709911,1.5497984,0.09279863,-0.014358239,0.9967849,1.1439154,0.83856446,0.60962087
RP11-153F10.2,0.8620853,0.18097244,-0.0130587565,0.37561795,-0.007220995,-0.0108634075,-0.0044079497,-0.0020623568,-0.0013312652,1.3929012,-0.00016604245,-0.012715923,0.8332405,0.95801926,0.7571767,0.84719884
RP11-154H23.3,0.8653253,0.15791987,-0.013013433,0.40726057,-0.0069538555,-0.010736913,-0.0046108235,-0.0018325706,-0.0017714956,1.3892635,-8.032814e-05,-0.012809643,0.8211814,0.96763694,0.7801959,0.8407255
RP11-156E8.1,-0.0020414442,0.34110484,-0.010135485,0.2786921,-0.0057093394,-0.01577585,0.35737294,0.48107558,0.61441964,1.4390181,0.46226948,-0.013027988,1.0820874,1.1731324,0.25424284,-0.0033681984
RP11-156K13.3,0.81538135,0.14022213,-0.0131426435,0.45200747,-0.0069730286,-0.011403613,-0.00474133,-0.0017999237,-0.0017225727,1.426983,0.018673971,-0.012789984,0.87745744,0.9535684,0.8224933,0.8219386
RP11-158H5.8,0.8474547,0.14942616,-0.012943639,0.42525372,-0.0069688614,-0.010987249,-0.004745118,-0.0022210246,-0.0016260078,1.3920895,0.003225103,-0.012544118,0.8403915,0.95360404,0.7879498,0.8486216
RP11-158I9.5,0.86289805,0.16773818,-0.013235099,0.42580506,-0.007166165,-0.011189361,-0.004237171,-0.0019135255,-0.0015661144,1.4259797,0.007471651,-0.01278495,0.85761607,0.99628145,0.78628534,0.8308778
RP11-159H10.3,0.8766152,0.1337011,-0.01302479,0.42533147,-0.0068201195,-0.010874226,-0.0051142597,-0.002352765,-0.0018144333,1.3776146,0.002779588,-0.012337174,0.82421327,0.96105844,0.77082306,0.8850722
RP11-160E2.6,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
RP11-160N1.10,0.8742058,0.13597538,-0.012952384,0.41628182,-0.006909238,-0.0109121995,-0.004922736,-0.002382727,-0.0017052543,1.3864225,-1.1266023e-05,-0.012487695,0.82504696,0.9668055,0.7714756,0.876913
RP11-160O5.1,0.8507666,0.14014685,-0.013927321,0.54262954,-0.0069768205,-0.011667571,-0.004205428,-0.0010438953,-0.0021856898,1.4755619,0.03256029,-0.013348597,0.93270123,1.0940307,0.8437397,0.7725101
RP11-161M6.2,-0.0008947341,0.34894073,-0.011982201,0.4080602,-0.0065411683,-0.014551335,0.2487373,0.6390993,0.44722286,1.3435215,0.3270332,-0.013458202,1.1361879,1.2018,0.3827309,-0.0034363698
RP11-164H13.1,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
RP11-164P12.3,0.87609726,0.12829009,-0.013227633,0.4730744,-0.0067490097,-0.011077255,-0.0049918573,-0.0022323017,-0.0020203697,1.4034307,0.0050698817,-0.012771544,0.8645857,1.0089262,0.80841994,0.86343294
RP11-166B2.5,0.8184517,0.122553214,-0.012896742,0.3502248,-0.0071729687,-0.011323176,-0.0040233782,-0.0024179998,-0.00088747375,1.354429,0.058211714,-0.011906568,0.836113,1.0040938,0.70309234,0.8445312
RP11-166P13.4,0.092884555,0.42698935,-0.017621513,0.5024355,-0.008775985,-0.017912164,0.60012156,0.66424346,0.45194098,1.647761,0.48646784,-0.01690044,1.4843003,1.7518327,0.4848249,-0.003263553
RP11-16E12.1,0.74048454,0.13091516,-0.013511707,0.5875033,-0.006810814,-0.011677618,-0.0044935327,-0.0002264418,-0.0024366544,1.4568782,0.049717866,-0.013356349,0.944277,1.0845686,0.86423147,0.6863361
RP11-16E12.2,0.017915146,0.38310212,-0.014243677,0.57679045,-0.0066461805,-0.014118191,0.35669035,0.683374,0.20838724,1.2072488,0.43399858,-0.011413427,1.0783972,1.3313364,0.44333875,-0.0032903564
RP11-173A6.3,0.78531146,0.076029725,-0.011773762,0.44470766,-0.0068629943,-0.011169741,-0.003504439,-0.0043364814,-0.0008813732,1.2664168,-0.0016596414,-0.014392704,0.83732456,1.1118727,0.7958262,0.8396948
RP11-175K6.1,0.88053864,0.13817927,-0.012881915,0.41796634,-0.0069101844,-0.010776968,-0.0051522157,-0.0024250285,-0.0018017965,1.3679541,-0.00011921137,-0.012364674,0.8132073,0.94049853,0.7745523,0.88623154
RP11-175O19.4,0.62448436,0.117762655,-0.011831829,0.36188605,-0.005692908,-0.0062741004,-0.00514747,-0.00063911855,-0.0033389982,1.2809008,0.1313222,-0.009207649,0.8990751,1.0601367,0.6771899,0.72516227
RP11-178F10.2,0.8578484,0.104981944,-0.0129430005,0.38453856,-0.007050497,-0.011109486,-0.004766115,-0.0025663632,-0.0014454877,1.3528806,0.025449105,-0.012091567,0.8199455,0.97030085,0.75450295,0.8897747
RP11-17G12.3,0.8473991,0.10828803,-0.0124312695,0.4653661,-0.0060114404,-0.010713952,-0.00546241,-0.0025359632,-0.0021903114,1.3355567,0.03990327,-0.011683817,0.8121806,0.93377125,0.76596373,0.87871546
RP11-182J1.17,0.8779871,0.11760502,-0.015002751,0.32397553,-0.0061244327,-0.011833804,-0.004356499,-0.0016406403,-0.0020066192,1.4422266,0.14628325,-0.011909561,0.7763766,0.91487867,0.7524649,0.89532363
RP11-182L21.6,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
RP11-185E8.1,0.8938262,0.13704216,-0.0129996035,0.43497652,-0.0069445893,-0.010853386,-0.0052008373,-0.0023561555,-0.0020170107,1.3809583,-0.00020447135,-0.0126404725,0.8171823,0.9314176,0.80609137,0.8846822
RP11-187E13.1,0.5821344,0.13239749,-0.013580193,0.55891657,-0.0057824776,-0.0126647325,-0.004553629,-0.00022926691,-0.00072903937,1.4451382,0.11569101,-0.012472958,1.0270126,1.0690953,0.74270946,0.64875114
RP11-18H21.1,-0.019961305,5.6358776,-0.05690293,-0.03706336,-0.04181351,-0.06004648,6.3681436,5.3984294,7.644718,6.5008855,2.740451,-0.080527246,6.120859,7.279937,-0.024322424,-0.046350233
RP11-196G11.6,0.83263695,0.13552743,-0.012833,0.47176298,-0.0064818035,-0.010888252,-0.0050037373,-0.0021609254,-0.0020328478,1.3871891,0.025075033,-0.012262078,0.8471073,0.9490316,0.8129151,0.8430747
RP11-204N11.1,0.8739109,0.16593568,-0.0128177805,0.35316896,-0.00727683,-0.010721894,-0.004519726,-0.0022896663,-0.0012765285,1.3682106,-0.00026990325,-0.012556597,0.8058804,0.9419807,0.7406691,0.86576724
RP11-20I23.13,0.7927103,0.22059906,-0.0134383235,0.3721837,-0.0072517446,-0.011053271,-0.0036410564,-0.0012580063,-0.0010943783,1.4285036,0.030186035,-0.012930338,0.8733156,0.99513143,0.76244164,0.7700838
RP11-212I21.2,0.88072115,0.1435817,-0.013149816,0.43014836,-0.0069625555,-0.011020399,-0.004975955,-0.0022848141,-0.00183299,1.3984668,-4.4679342e-05,-0.012637324,0.83197516,0.9557222,0.79604656,0.8782571
RP11-212I21.4,0.86745524,0.1727589,-0.013143793,0.39134666,-0.007163797,-0.010909244,-0.0045014424,-0.0020368015,-0.0014537078,1.3972907,-0.00012762546,-0.01274501,0.8401232,0.9693029,0.7644541,0.8507119
RP11-214N9.1,0.7484316,0.22481447,-0.0140073495,0.41966107,-0.007322092,-0.011641729,-0.003133043,-0.00061285123,-0.001063057,1.4804342,0.071146175,-0.013445256,0.93339616,1.0878599,0.78377545,0.70773834
RP11-214O1.2,0.8464663,0.17908958,-0.012948301,0.34334728,-0.007326829,-0.010974035,-0.004120326,-0.0021823123,-0.00098316,1.3878262,-2.6835798e-05,-0.012557515,0.82668656,0.9631256,0.72977513,0.842832
RP11-214O1.3,-0.004299852,1.3415527,-0.023631753,0.062437147,-0.012051818,-0.02236356,1.2457602,1.3526808,1.5606593,2.341622,0.9242147,-0.024615254,2.2707853,2.4315035,0.09718366,-0.010874821
RP11-217B7.3,0.6132853,-0.0001823778,-0.01106167,0.46906486,-0.0047466224,-0.006867349,-0.006547908,-0.0016404084,-0.0038053198,1.2558364,0.17813314,-0.008243982,0.888738,1.0171406,0.7007171,0.788525
RP11-218M22.1,0.72194827,0.082799986,-0.012439354,0.6808101,-0.00665273,-0.012834807,-0.0037455559,-0.001497544,-0.0023298897,1.3784868,0.10112901,-0.012518523,0.89775103,0.97333884,0.9278836,0.59154105
RP11-219A15.1,0.67657346,0.085436106,-0.013137597,0.46596935,-0.0071454495,-0.012598414,-0.0043740934,-0.0009503981,-0.0009781885,1.4473559,0.04892271,-0.013312083,0.9830175,1.0121055,0.81555104,0.72227854
RP11-219B4.7,0.84423405,0.1793871,-0.012913772,0.3897586,-0.007103682,-0.010838257,-0.004345196,-0.0019778614,-0.0014393177,1.3997804,-6.4488944e-05,-0.012645436,0.8347603,0.94249684,0.77646196,0.8303111
RP11-219D15.3,0.82563305,0.08372531,-0.012957234,0.43082753,-0.0066969767,-0.011301486,-0.0050411373,-0.002577589,-0.0015734866,1.3529065,0.05082693,-0.011960806,0.8382972,0.9685911,0.7784064,0.8840146
RP11-219G17.4,0.89426756,0.13756712,-0.013210611,0.40553007,-0.0072861887,-0.011301047,-0.004551651,-0.0024351494,-0.0014126473,1.3996776,-4.982829e-05,-0.0128075145,0.8385093,1.0137514,0.7550421,0.8746624
RP11-21M24.2,0.8735866,0.14190322,-0.01319985,0.43047568,-0.0069089513,-0.011086062,-0.0048701237,-0.0022848572,-0.0016763782,1.3967882,0.012047559,-0.012473405,0.8440195,0.99363405,0.76695526,0.8731736
RP11-221J22.2,0.86149955,0.13465743,-0.012840554,0.37867248,-0.006828764,-0.010825357,-0.00487195,-0.0024866809,-0.0014953696,1.357754,0.021552496,-0.011882498,0.8007478,0.9512901,0.72600245,0.8884393
RP11-222K16.2,-0.0006669675,0.44833413,-0.018100904,0.35767126,-0.009226877,-0.017145174,0.51538396,0.88545054,0.38967967,1.9431779,0.4281497,-0.01883698,1.473794,1.749359,0.630215,-0.0023609244
RP11-223C24.1,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
RP11-22C11.2,0.8721393,0.1233743,-0.013371596,0.47051194,-0.007260636,-0.0114731025,-0.0050833467,-0.0018561335,-0.0019138152,1.4168674,-0.00031535805,-0.013286041,0.87344474,0.9787305,0.8283604,0.8474909
RP11-22N19.2,0.21466196,0.22555634,-0.014259328,0.5992868,-0.0074649546,-0.01459737,0.0061997995,0.49998707,0.022411495,1.4637527,0.26327723,-0.014945943,1.1669719,1.296616,0.67542726,-0.0002057623
RP11-22P6.2,-0.0003536593,0.33093825,-0.016941933,0.5325166,-0.008454396,-0.017213253,0.34179062,0.7992778,0.19822061,1.7967019,0.42336452,-0.017896485,1.4188241,1.6775415,0.6832077,-0.002460647
RP11-230C9.2,0.8325423,0.15166709,-0.013126579,0.4759771,-0.0070766634,-0.01138895,-0.004666956,-0.0015119261,-0.002003677,1.4530718,-6.254852e-05,-0.01323293,0.8872335,0.957952,0.8453659,0.7959982
RP11-231C14.7,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
RP11-23P13.6,-0.0007562319,0.48468387,-0.0138835125,0.48939642,-0.0064277016,-0.014179081,0.4624021,0.78321886,0.28208777,1.2214212,0.48703033,-0.011860462,1.0372297,1.3029699,0.33364683,-0.003963082
RP11-242D8.1,0.3668066,0.19255042,-0.015145277,0.70132995,-0.0065267715,-0.014238103,-0.0017798769,0.352754,-0.0017015352,1.5929958,0.27739146,-0.015038888,1.2012208,1.351694,0.86364746,0.2648652
RP11-243M5.1,0.86053044,0.13960122,-0.013029967,0.3870925,-0.0069840597,-0.011007685,-0.004697049,-0.0023812957,-0.0013739866,1.3836089,0.01447998,-0.012300369,0.82685465,0.98348093,0.73817164,0.8778135
RP11-24F11.2,0.86185867,0.10952531,-0.013163429,0.40254992,-0.0071623432,-0.011130517,-0.0046487157,-0.0023524794,-0.0014322203,1.3507757,0.013458699,-0.012352101,0.8479867,1.0101106,0.75373346,0.8748056
RP11-24N18.1,0.82756907,0.13124344,-0.013064594,0.48831943,-0.0073522655,-0.011591251,-0.0045450698,-0.0013136795,-0.0020390593,1.4511284,-0.00031516387,-0.0136946235,0.9014727,0.96232367,0.87292755,0.7665448
RP11-252C15.1,0.6532933,0.22529311,-0.011765221,0.37968576,-0.006036395,-0.010257999,-0.002593703,0.055204153,-5.4749325e-05,1.4444207,0.095757544,-0.011458213,0.8875133,1.0182607,0.7123243,0.6648254
RP11-254F7.2,0.033333287,0.59580076,-0.018718548,0.56987673,-0.007084687,-0.017852439,0.575276,0.52767694,0.6058697,1.6208242,0.4871775,-0.01642443,1.6001889,1.7989028,0.46839023,-0.002144301
RP11-255C15.3,0.9149362,0.124544606,-0.012954067,0.41070145,-0.007031156,-0.010815272,-0.005284405,-0.0025627196,-0.0019588785,1.3600645,-0.00028754637,-0.012584428,0.7971738,0.9304858,0.7836482,0.9060724
RP11-255M2.3,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
RP11-256L11.3,0.88779944,0.1291325,-0.012716299,0.42360532,-0.0068133813,-0.010667465,-0.0052460087,-0.0024272443,-0.001973613,1.3661412,-0.000118115095,-0.012334914,0.80485857,0.93017054,0.78141975,0.8871279
RP11-25K19.1,0.024762731,0.25244993,-0.014817804,0.576933,-0.0072760293,-0.015954038,0.09073024,0.6247468,0.14671347,1.7366073,0.36645356,-0.015928516,1.3769141,1.457192,0.6881193,-0.00076082675
RP11-262H14.4,0.58781207,0.21859355,-0.014263324,0.4407384,-0.00752665,-0.012497542,-0.002378924,0.123165086,-0.0005369363,1.5867176,0.10585967,-0.014792942,1.0404117,1.1992563,0.7828293,0.53757685
RP11-265N6.1,0.89929926,0.12312545,-0.0129006775,0.43697655,-0.0068096146,-0.010762882,-0.0053586992,-0.002562376,-0.0019852293,1.3568119,-0.00019993394,-0.012408944,0.81184834,0.9569971,0.77872705,0.9003885
RP11-265N6.2,0.8550686,0.13509843,-0.013153056,0.4937068,-0.006953293,-0.011285701,-0.005058727,-0.0016687328,-0.0021787488,1.4374199,-0.00016328736,-0.013227782,0.8845311,0.97071457,0.8465224,0.820751
RP11-265P11.1,0.8616297,0.18959954,-0.012956728,0.36703834,-0.0073232586,-0.010714209,-0.0042129136,-0.0018716071,-0.0014280668,1.3898914,-0.00025464533,-0.012858427,0.821566,0.94178075,0.7700062,0.8269819
RP11-266J6.2,0.854563,0.16890457,-0.013048623,0.39231762,-0.0070454567,-0.010978491,-0.004501792,-0.0022110476,-0.0014450594,1.3855555,0.006291762,-0.01240501,0.8297057,0.95587254,0.7583336,0.85142374
RP11-266L9.5,0.88310134,0.14857179,-0.013064883,0.45502242,-0.0070199724,-0.011029582,-0.0048552523,-0.0019930878,-0.0019376125,1.4070965,-4.0476618e-05,-0.012709171,0.8505154,0.97324824,0.80094475,0.8514225
RP11-278C7.4,0.835772,0.18010077,-0.01300171,0.36706313,-0.0071390644,-0.010934652,-0.004217536,-0.0020037834,-0.0012122119,1.3974925,0.010687828,-0.012472474,0.8374232,0.95571285,0.74952084,0.8347975
RP11-281P23.1,0.835328,0.20014487,-0.013132527,0.34965095,-0.007309768,-0.010798369,-0.0039664167,-0.0016677604,-0.0011253749,1.4012814,-8.1675054e-05,-0.012874787,0.83168024,0.9748709,0.7449061,0.81479454
RP11-284N8.3,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
RP11-285F7.2,-0.00430408,1.3436837,-0.023621805,0.06084752,-0.012066741,-0.022369528,1.2444693,1.3519605,1.5601921,2.342607,0.9256949,-0.024622185,2.2724786,2.4302003,0.09893569,-0.010877942
RP11-291B21.2,-0.019958407,5.6378217,-0.05691245,-0.03707298,-0.041826427,-0.06005327,6.368289,5.3968487,7.6453276,6.499858,2.7401576,-0.08052936,6.1215954,7.2790694,-0.024322085,-0.04634509
RP11-295G20.2,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
RP11-296A18.6,0.8500724,0.15328105,-0.013731099,0.47386745,-0.006876297,-0.0113718035,-0.004637685,-0.0018091503,-0.0017344155,1.4279133,0.019367307,-0.013024426,0.908063,1.0404332,0.8050428,0.8335376
RP11-296O14.3,0.01792299,0.31372702,-0.016716935,0.641607,-0.0073539144,-0.016950803,0.28637958,0.680062,0.19182697,1.5592198,0.41912562,-0.016414419,1.3747116,1.6371117,0.61788654,-0.0023085484
RP11-297B17.3,0.06972219,0.4791526,-0.014246138,0.46321797,-0.0061287563,-0.014222457,0.16647689,0.4789257,0.39330766,1.4351891,0.5039748,-0.0131217,1.2966055,1.2391717,0.485808,-0.0023532873
RP11-298E9.5,0.76704913,0.18007217,-0.013069136,0.43417704,-0.0066289445,-0.01080883,-0.004204765,-0.0013340929,-0.0017552397,1.3737664,0.06425356,-0.0121864565,0.8403041,0.9674476,0.7814359,0.76515466
RP11-305L7.1,0.7673758,0.164123,-0.013367838,0.47198588,-0.0068789306,-0.011613293,-0.004101745,-0.0013400267,-0.001483855,1.466863,0.040672414,-0.013324256,0.9370766,1.0380415,0.8169906,0.7504065
RP11-305L7.3,0.88493645,0.13832046,-0.012805935,0.4843417,-0.0069403057,-0.010933546,-0.0050333566,-0.001814101,-0.0025141458,1.3839674,-0.00021357252,-0.012804154,0.83013284,0.920109,0.8411769,0.81859374
RP11-308N19.1,0.8661409,0.19514932,-0.012970345,0.3508867,-0.00733663,-0.0107087465,-0.0043112487,-0.002014607,-0.0012176095,1.3771007,-0.0003064978,-0.012681019,0.8175243,0.94030285,0.7425935,0.8436433
RP11-318E3.9,0.47312096,0.12196119,-0.01248482,0.45575163,-0.005618132,-0.0074294284,-0.0043237214,0.08136484,-0.0032495137,1.3663768,0.23629412,-0.009751294,1.013993,1.1911752,0.70500135,0.56115365
RP11-325F22.2,0.72032243,0.19022876,-0.013951343,0.5002914,-0.0072481283,-0.011906161,-0.0035208815,0.03218977,-0.0018487867,1.5209473,0.081886165,-0.013988411,0.9646134,1.1103034,0.8377113,0.6459147
RP11-326C3.11,-0.0039572897,0.8254319,-0.015689125,0.34467483,-0.006811468,-0.017165055,0.66298443,1.109274,0.83747125,1.5857033,0.49105984,-0.015680343,1.5192916,1.6418757,0.09993345,-0.007075986
RP11-326C3.15,0.78048944,0.13398685,-0.013110277,0.4668898,-0.006733927,-0.011378788,-0.0042908774,-0.0018156033,-0.0015022472,1.433428,0.05336094,-0.012622144,0.9066679,1.0233021,0.8055953,0.7954546
RP11-326C3.7,0.89296544,0.12917237,-0.013351437,0.4989358,-0.006902568,-0.011196036,-0.004848632,-0.0020400742,-0.0022474565,1.4199553,0.0030139983,-0.013063852,0.87493616,1.0302628,0.83276975,0.84626025
RP11-326K13.4,0.64312464,0.06107209,-0.013558247,0.5344829,-0.0058627087,-0.01233634,-0.004024204,-0.0012139798,-0.0009512197,1.4059496,0.16021192,-0.012152758,1.0020605,1.1394902,0.76829726,0.714649
RP11-329N22.1,0.88118196,0.15697774,-0.01298119,0.37359133,-0.007095055,-0.010817887,-0.004769042,-0.002400512,-0.0014216151,1.3707267,-0.00013310983,-0.012398071,0.8094722,0.9586565,0.73656255,0.8840793
RP11-332H14.2,0.011665741,0.25934485,-0.014876574,0.6101392,-0.0076682256,-0.016350575,0.12286275,0.62941957,0.14975676,1.6699929,0.33991823,-0.01621954,1.4075415,1.4685302,0.67335325,-0.0014018214
RP11-336K24.12,0.8553673,0.10800884,-0.01344755,0.48489353,-0.006776471,-0.0115692355,-0.0046375394,-0.0022291061,-0.0016919952,1.4059166,0.03238768,-0.012658268,0.8750132,1.057485,0.78211343,0.84597
RP11-338C15.3,0.88621044,0.105835296,-0.013056747,0.45809948,-0.0068666837,-0.011095945,-0.0052999263,-0.002541549,-0.001992589,1.3761969,-2.1457075e-05,-0.012486734,0.82647175,0.9642521,0.8042169,0.8960999
RP11-338I21.1,0.8549103,0.10048941,-0.012847091,0.4662914,-0.0065625934,-0.010957455,-0.0051636877,-0.00236831,-0.0019859974,1.390291,0.02472438,-0.012277935,0.8401177,0.9861019,0.79310745,0.87396485
RP11-344E13.4,0.8911655,0.13081904,-0.01324452,0.43070617,-0.006866298,-0.011020879,-0.005233286,-0.002399052,-0.0018729302,1.3848792,-5.550161e-05,-0.012506095,0.8211618,0.9570398,0.7853804,0.90217644
RP11-347C12.1,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
RP11-347C12.10,0.8428012,0.17406407,-0.013340235,0.46060267,-0.007200257,-0.011263792,-0.0043003056,-0.0014688118,-0.0019001564,1.4402128,0.008741647,-0.013116637,0.8781838,0.9945074,0.82497054,0.7940056
RP11-347I19.7,0.4963205,0.21097983,-0.011434991,0.39435107,-0.009339202,-0.008962494,-0.004628915,0.28631675,0.06751628,1.1352924,-0.002816056,-0.012335467,0.7372498,0.61740017,0.6850859,0.42276064
RP11-348F1.2,0.7548038,0.20193873,-0.013524782,0.41766024,-0.006990354,-0.011436219,-0.003692479,-0.0011694343,-0.0011181866,1.4606991,0.058690265,-0.013008245,0.9177635,1.0297148,0.7801593,0.7503581
RP11-350J20.12,0.8867887,0.14008944,-0.013296345,0.4420265,-0.006937094,-0.011113531,-0.0050064186,-0.0022358492,-0.0018814187,1.402659,0.0010481626,-0.0126288375,0.83908534,0.9723854,0.79510164,0.88176244
RP11-351M16.4,0.84349287,0.18577223,-0.013203414,0.38800633,-0.007170641,-0.01096298,-0.0042555947,-0.0018272634,-0.0013443985,1.4103284,-4.5636592e-05,-0.012903256,0.85187143,0.9826429,0.7680704,0.8261259
RP11-352M15.2,-0.01843256,5.136065,-0.051612422,-0.039093614,-0.047468018,-0.063899,5.747853,5.235738,8.048342,6.4882684,2.1285405,-0.08453454,5.968635,7.4329066,-0.03016386,-0.04460842
RP11-354E11.2,0.72151035,0.25435793,-0.01114673,0.15747693,-0.009822722,-0.007813161,-0.0048533403,0.033755586,0.12445988,0.98974025,-0.0034685705,-0.010863983,0.5522284,0.48622167,0.5504922,0.67698324
RP11-356I2.4,0.21833247,0.19730537,-0.013965842,0.5460469,-0.006897788,-0.015173889,0.024743995,0.40815216,0.10350486,1.6400977,0.32597357,-0.01496292,1.2549466,1.3566812,0.6773378,0.08875661
RP11-356J5.12,0.15757093,0.21744494,-0.015091774,0.6846839,-0.0063380245,-0.015752416,-0.00019816365,0.4046315,0.066929825,1.6580161,0.34931886,-0.015085563,1.3729353,1.4261079,0.77019423,0.089412786
RP11-356N1.2,-0.0006670479,0.44829795,-0.018100461,0.3576767,-0.009227137,-0.017145932,0.51547325,0.88550884,0.38973534,1.9431376,0.4281252,-0.018837616,1.4737598,1.7494212,0.6302688,-0.0023616408
RP11-357H14.17,0.85053694,0.1906623,-0.012721347,0.28693464,-0.0074635604,-0.010713738,-0.0039357482,-0.0022328207,-0.0007750844,1.350999,-0.00015671045,-0.012350368,0.7941349,0.92780876,0.6974858,0.8445635
RP11-35G9.3,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
RP11-35G9.5,0.92671424,0.15647258,-0.012845736,0.39200592,-0.0074565914,-0.010655417,-0.0047186026,-0.0022142907,-0.0017406115,1.3675973,-0.00062203914,-0.012985225,0.80629724,0.950219,0.7739726,0.86596006
RP11-360L9.7,0.83822805,0.19806701,-0.013340775,0.40269223,-0.007276463,-0.011101235,-0.003984345,-0.0016635205,-0.0013933745,1.4188929,0.0045132786,-0.0129988585,0.8661637,0.9908289,0.78346866,0.8007891
RP11-362F19.1,-0.031481374,4.3630657,-0.049573872,-0.023654396,-0.040005278,-0.056634225,4.88704,5.348534,7.070329,6.384319,2.909317,-0.0704609,6.2524467,6.399367,-0.015622485,-0.048330467
RP11-362F19.3,0.8689547,0.14327364,-0.013126386,0.39249885,-0.0068455287,-0.010941272,-0.004967988,-0.002456188,-0.0014617178,1.3629992,0.010721803,-0.012088158,0.81576824,0.97301334,0.7260374,0.8948896
RP11-362K14.6,0.79054034,0.20216286,-0.014388068,0.45713294,-0.0074093207,-0.0117539335,-0.0037651425,-0.0004543757,-0.001406747,1.4858493,0.029909119,-0.014038739,0.9649972,1.127138,0.7999076,0.7327674
RP11-363J20.1,0.8795641,0.12393941,-0.012879395,0.42247283,-0.00695881,-0.010989974,-0.005077654,-0.0025215303,-0.0018539005,1.3766431,0.0009535551,-0.012370095,0.81031674,0.932347,0.7929067,0.8882081
RP11-365P13.5,0.6874391,0.15376748,-0.01393144,0.5563962,-0.0068967054,-0.012032736,-0.0040065944,0.023860097,-0.0020880552,1.5149901,0.080253966,-0.013974182,0.9903622,1.1268884,0.8604273,0.64548475
RP11-366L5.1,0.6948524,0.10306334,-0.013390707,0.55424887,-0.0068327747,-0.012794169,-0.00440857,-0.0004360061,-0.0016029852,1.5122299,0.048302926,-0.013869045,1.0146672,1.0438077,0.8528849,0.6724739
RP11-367G6.3,-0.023295714,5.554488,-0.05553392,-0.037569206,-0.044675536,-0.06468113,6.2092333,5.82904,7.901224,6.9056463,2.5198076,-0.08504572,6.4356036,7.392391,-0.02647006,-0.04925273
RP11-367N14.2,0.8867956,0.13841984,-0.012702821,0.43803346,-0.0071976027,-0.010893507,-0.0051556304,-0.0018696942,-0.002092238,1.3985906,-0.0005765305,-0.013177935,0.8257348,0.9069704,0.82277364,0.8396143
RP11-369E15.3,0.89445287,0.15902743,-0.012907799,0.40227184,-0.0070377253,-0.010702648,-0.0048828125,-0.0022476518,-0.00180402,1.3732793,-0.0002736415,-0.012649702,0.8160161,0.9433485,0.77493143,0.8705498
RP11-36B15.1,0.8633737,0.16793858,-0.013094481,0.4101832,-0.0070355404,-0.010833954,-0.0046581565,-0.0020376826,-0.0016793913,1.3918755,-7.039353e-05,-0.012713786,0.83808947,0.9680168,0.77973306,0.8482208
RP11-370I10.10,0.9050158,0.115711704,-0.012953273,0.4270987,-0.0070213014,-0.010930247,-0.005314894,-0.00261429,-0.0019430732,1.3663815,-0.00020507842,-0.012517499,0.805238,0.9410273,0.791767,0.90780663
